序号,中文全称,英文全称,金融许可证机构编码,机构类型,简称
3912,隆德六盘山村镇银行股份有限公司,Longde Liupanshan Rural Bank CompanyLimited,S0006H364040001,村镇银行,隆德六盘山村镇银行
3913,宁夏原州津汇村镇银行有限责任公司,"NINGXIA YUANZHOU JINHUI RURAL BANK C0.,LTD",S0015H364040001,村镇银行,宁夏原州津汇村镇银行
3914,宁夏西吉汇发村镇银行股份有限公司,NingXia XiJi HuiFa Village Bank Co.Ltd,S0017H364040001,村镇银行,宁夏西吉汇发村镇银行
3915,宁夏彭阳贺兰山村镇银行股份有限公司,"NingXia Pengyang Helanshan Village BankCo.,Ltd",S0020H364040001,村镇银行,宁夏彭阳贺兰山村镇银行
3916,宁夏青铜峡贺兰山村镇银行股份有限公司,"NINGXIA QINGTONGXIA HELANSHAN VILLAGEBANK CO.,LTD",S0012H364030001,村镇银行,宁夏青铜峡贺兰山村镇银行
3917,宁夏盐池汇发村镇银行股份有限公司,"NINGXIA YANCHI HUIFA RURAL BANKINGCO.,LTD",S0011H364030001,村镇银行,宁夏盐池汇发村镇银行
3918,宁夏红寺堡汇发村镇银行股份有限公司,"NINGXIA HONGSIBU HUIFA RURAL BANKINGCO.,LTD",S0014H364030001,村镇银行,宁夏红寺堡汇发村镇银行
3919,宁夏同心津汇村镇银行有限责任公司,"NINGXIA TONGXIN JINHUI COUNTY BANKCO.,LTD",S0016H364030001,村镇银行,宁夏同心津汇村镇银行
3920,宁夏吴忠市滨河村镇银行股份有限公司,"Binhe County Bank of Wuzhong Co.,Ltd",S0001H364030001,村镇银行,宁夏吴忠市滨河村镇银行
3921,新疆阿克苏农村商业银行股份有限公司,XinJiang AKSu Rural Commercial BankCompany Limited,B0678H365290001,农村商业银行,新疆阿克苏农村商业银行
3922,新疆博湖农村商业银行股份有限公司,Bohu Rural Commerclal Bank,B0363H365280001,农村商业银行,新疆博湖农村商业银行
3923,新疆尉犁农村商业银行股份有限公司,XinJiang Yuli Rural Commercial BankCO.LTD.,B1623H365280001,农村商业银行,新疆尉犁农村商业银行
3924,新疆北屯农村商业银行股份有限公司,"Xinjiang Beitun Rural Commercial BankCo.,Ltd.",B1826H365430001,农村商业银行,新疆北屯农村商业银行
3925,新疆奇台农村商业银行股份有限公司,"Xinjiang Qitai Rural Commercial BankCO., Ltd.",B1574H365230001,农村商业银行,新疆奇台农村商业银行
3926,新疆呼图壁农村商业银行股份有限公司,"Xinjiang Hutubi Rural Commercial BankCO.,Ltd.",B1598H365230001,农村商业银行,新疆呼图壁农村商业银行
3927,新疆塔城农村商业银行股份有限公司,无,B1625H365420001,农村商业银行,新疆塔城农村商业银行
3928,新疆天山农村商业银行股份有限公司,"Xinjiang Tianshan Rural Commercial BankCO.,LTD.",B0281H265010001,农村商业银行,新疆天山农村商业银行
3929,新疆沙湾农村商业银行股份有限公司,"Xinjiang Shawan Rural Commercial BankCO.,LTD.",B0362H265420001,农村商业银行,新疆沙湾农村商业银行
3930,新疆博乐农村商业银行股份有限公司,"Xinjiang Bole Rural Commercial BankCO.,LTD.",B0364H265270001,农村商业银行,新疆博乐农村商业银行
3931,新疆喀什农村商业银行股份有限公司,Xinjiang Kashi Rural Commercial BankCompany Limited,B0502H265310001,农村商业银行,新疆喀什农村商业银行
3932,新疆伊犁农村商业银行股份有限公司,"Xinjiang yili Rural Commercial BankCO.,LTD.",B0520H265400001,农村商业银行,新疆伊犁农村商业银行
3933,新疆昌吉农村商业银行股份有限公司,"Xinjiang Changji Rural Commercial BankCO.,Ltd",B0631H265230001,农村商业银行,新疆昌吉农村商业银行
3934,新疆库尔勒农村商业银行股份有限公司,Xinjiang Korla Rural Commercial BankCO.LTD.,B0673H265280001,农村商业银行,新疆库尔勒农村商业银行
3935,新疆乌苏农村商业银行股份有限公司,XinJiang WuSu Rural Commercial BankCompany Limited,B0906H265420001,农村商业银行,新疆乌苏农村商业银行
3936,新疆乌鲁木齐农村商业银行股份有限公司,Xinjiang Urumqi Rural Commercial BankCO.LTD.,B1557H265010001,农村商业银行,新疆乌鲁木齐农村商业银行
3937,新疆伊宁农村商业银行股份有限公司,"Xinjiang Yining Rural Commercial BankCo., Ltd.",B1684H365400001,农村商业银行,新疆伊宁农村商业银行
3938,新疆阜康农村商业银行股份有限公司,"Xingjiang Fukang Rural Commercial BankCo.,Ltd",B1691H365230001,农村商业银行,新疆阜康农村商业银行
3939,新疆木垒农村商业银行股份有限公司,"Xinjiang Mulei Rural Commercial BankCO.,Ltd.",B1825H365230001,农村商业银行,新疆木垒农村商业银行
3940,新疆温宿农村商业银行股份有限公司,"Xin jiang Wensu Rural Commercial BankCO.,Ltd.",B1800H365290001,农村商业银行,新疆温宿农村商业银行
3941,新疆石河子农村合作银行,Xinjiang Shihezi Rural Cooperative Bank,C0159H365030001,农村合作银行,新疆石河子农村合作银行
3942,新疆阿勒泰农村商业银行股份有限公司,"XinJiang Aletai Rural Commercial BankCo.,Ltd",B0713H365430001,农村商业银行,新疆阿勒泰农村商业银行
3943,新疆维吾尔自治区农村信用社联合社,无,E0001H265010001,农村信用社,新疆维吾尔自治区农村信用社联合社
3944,乌什县农村信用合作联社,无,E0220S365290001,农村信用社,乌什县农村信用合作联社
3945,阿瓦提县农村信用合作联社,无,E0221S365290001,农村信用社,阿瓦提县农村信用合作联社
3946,库车县农村信用合作联社,无,E0215S365290001,农村信用社,库车县农村信用合作联社
3947,沙雅县农村信用合作联社,无,E0216S365290001,农村信用社,沙雅县农村信用合作联社
3948,拜城县农村信用合作联社,无,E0218S365290001,农村信用社,拜城县农村信用合作联社
3949,新和县农村信用合作联社,无,E0217S365290001,农村信用社,新和县农村信用合作联社
3950,青河县农村信用合作联社,无,E0246S365430001,农村信用社,青河县农村信用合作联社
3951,福海县农村信用合作联社,无,E0244S365430001,农村信用社,福海县农村信用合作联社
3952,吉木乃县农村信用合作联社,无,E0243S365430001,农村信用社,吉木乃县农村信用合作联社
3953,富蕴县农村信用合作联社,无,E0245S365430001,农村信用社,富蕴县农村信用合作联社
3954,布尔津县农村信用合作联社,无,E0247S365430001,农村信用社,布尔津县农村信用合作联社
3955,哈巴河县农村信用合作联社,无,E0248S365430001,农村信用社,哈巴河县农村信用合作联社
3956,且末县农村信用合作联社,无,E0162S365280001,农村信用社,且末县农村信用合作联社
3957,若羌县农村信用合作联社,无,E0161S365280001,农村信用社,若羌县农村信用合作联社
3958,和静县农村信用合作联社,无,E0155S365280001,农村信用社,和静县农村信用合作联社
3959,焉耆回族自治县农村信用合作联社,Rural Credit Cooperatives Union ofYanqi,E0154S365280001,农村信用社,焉耆回族自治县农村信用合作联社
3960,和硕县农村信用合作联社,HeShuo xian Rural Credit Cooperatives,E0156S365280001,农村信用社,和硕县农村信用合作联社
3961,轮台县农村信用合作联社,无,E0160S365280001,农村信用社,轮台县农村信用合作联社
3962,温泉县农村信用合作联社,无,E0237S365270001,农村信用社,温泉县农村信用合作联社
3963,精河县农村信用合作联社,无,E0230S365270001,农村信用社,精河县农村信用合作联社
3964,吉木萨尔县农村信用合作联社,无,E0169S365230001,农村信用社,吉木萨尔县农村信用合作联社
3965,玛纳斯县农村信用合作联社,无,E0165S365230001,农村信用社,玛纳斯县农村信用合作联社
3966,伊吾县农村信用合作联社,Yiwu Rural Credit Cooperative,E0281S365220001,农村信用社,伊吾县农村信用合作联社
3967,巴里坤哈萨克自治县农村信用合作联社,无,E0205S365220002,农村信用社,巴里坤哈萨克自治县农村信用合作联社
3968,民丰县农村信用合作联社,无,E0062S365320001,农村信用社,民丰县农村信用合作联社
3969,于田县农村信用合作联社,无,E0061S365320001,农村信用社,于田县农村信用合作联社
3970,策勒县农村信用合作联社,无,E0058S365320001,农村信用社,策勒县农村信用合作联社
3971,洛浦县农村信用合作联社,无,E0051S365320001,农村信用社,洛浦县农村信用合作联社
3972,和田市农村信用合作联社,无,E0028S365320001,农村信用社,和田市农村信用合作联社
3973,皮山县农村信用合作联社,无,E0010S365320001,农村信用社,皮山县农村信用合作联社
3974,和田县农村信用合作联社,无,E0041S365320001,农村信用社,和田县农村信用合作联社
3975,墨玉县农村信用合作联社,无,E0020S365320001,农村信用社,墨玉县农村信用合作联社
3976,叶城县农村信用合作联社,无,E0256S365310001,农村信用社,叶城县农村信用合作联社
3977,泽普县农村信用合作联社,无,E0255S365310001,农村信用社,泽普县农村信用合作联社
3978,麦盖提县农村信用合作联社,无,E0258S365310001,农村信用社,麦盖提县农村信用合作联社
3979,疏附县农村信用合作联社,无,E0251S365310001,农村信用社,疏附县农村信用合作联社
3980,伽师县农村信用合作联社,无,E0253S365310001,农村信用社,伽师县农村信用合作联社
3981,莎车县农村信用合作联社,无,E0257S365310001,农村信用社,莎车县农村信用合作联社
3982,塔什库尔干县农村信用合作联社,无,E0260S365310001,农村信用社,塔什库尔干县农村信用合作联社
3983,疏勒县农村信用合作联社,无,E0250S365310001,农村信用社,疏勒县农村信用合作联社
3984,英吉沙县农村信用合作联社,无,E0252S365310001,农村信用社,英吉沙县农村信用合作联社
3985,巴楚县农村信用合作联社,无,E0259S365310001,农村信用社,巴楚县农村信用合作联社
3986,岳普湖县农村信用合作联社,无,E0254S365310001,农村信用社,岳普湖县农村信用合作联社
3987,阿克陶县农村信用合作联社,无,E0074S365300001,农村信用社,阿克陶县农村信用合作联社
3988,阿图什市农村信用合作联社,无,E0067S365300001,农村信用社,阿图什市农村信用合作联社
3989,阿合奇县农村信用合作联社,无,E0081S365300001,农村信用社,阿合奇县农村信用合作联社
3990,乌恰县农村信用合作联社,无,E0080S365300001,农村信用社,乌恰县农村信用合作联社
3991,裕民县农村信用合作联社,无,E0266S365420001,农村信用社,裕民县农村信用合作联社
3992,托里县农村信用合作联社,无,E0268S365420001,农村信用社,托里县农村信用合作联社
3993,和布克赛尔蒙古自治县农村信用合作联社,无,E0267S365420001,农村信用社,和布克赛尔蒙古自治县农村信用合作联社
3994,额敏县农村信用合作联社,Emin  County  Rural  Credit CooperativeAssociation,E0265S365420001,农村信用社,额敏县农村信用合作联社
3995,鄯善县农村信用合作联社,无,E0083S365210001,农村信用社,鄯善县农村信用合作联社
3996,托克逊县农村信用合作联社,无,E0084S365210001,农村信用社,托克逊县农村信用合作联社
3997,吐鲁番市农村信用合作联社,无,E0082S365210001,农村信用社,吐鲁番市农村信用合作联社
3998,察布查尔县农村信用合作联社,无,E0173S365400001,农村信用社,察布查尔县农村信用合作联社
3999,霍城县农村信用合作联社,无,E0175S365400001,农村信用社,霍城县农村信用合作联社
4000,尼勒克县农村信用合作联社,无,E0176S365400001,农村信用社,尼勒克县农村信用合作联社
4001,新源县农村信用合作联社,无,E0178S365400001,农村信用社,新源县农村信用合作联社
4002,昭苏县农村信用合作联社,无,E0179S365400001,农村信用社,昭苏县农村信用合作联社
4003,巩留县农村信用合作联社,无,E0180S365400001,农村信用社,巩留县农村信用合作联社
4004,特克斯县农村信用合作联社,无,E0177S365400001,农村信用社,特克斯县农村信用合作联社
4005,库车国民村镇银行有限责任公司,"KUCHE GUOMIN COUNTY BANK CO.,LTD",S0011H365290001,村镇银行,库车国民村镇银行
4006,阿拉尔津汇村镇银行有限责任公司,ALaEr JinHui County Bank CompanyLimited,S0023H365290001,村镇银行,阿拉尔津汇村镇银行
4007,富蕴中成村镇银行股份有限公司,"Fuyun Zhongcheng Rural Bank Co.,Ltd",S0018H365430001,村镇银行,富蕴中成村镇银行
4008,北屯国民村镇银行有限责任公司,"BRITUN GUOMIN CONTY Bank Co.,Ltd",S0012H365430001,村镇银行,北屯国民村镇银行
4009,新疆库尔勒富民村镇银行股份有限公司,无,S0003H365280001,村镇银行,新疆库尔勒富民村镇银行
4010,铁门关津汇村镇银行有限责任公司,Jinhui Village Bank of Tiemenguan,S0025H365280001,村镇银行,铁门关津汇村镇银行
4011,博乐国民村镇银行有限责任公司,"Bole Guomin Rural Bank Co.,Ltd.",S0013H365270001,村镇银行,博乐国民村镇银行
4012,五家渠国民村镇银行有限责任公司,"WUJAIQU NATIONAL COUNTY BANK CO.,LTD.",S0001H365230001,村镇银行,五家渠国民村镇银行
4013,乌鲁木齐米东浦发村镇银行股份有限公司,无,S0016H365230001,村镇银行,乌鲁木齐米东浦发村镇银行
4014,昌吉国民村镇银行有限责任公司,"CHANGJI GUOMIN NATIONAL COUNTY BANKCO.,LTD",S0007H365230001,村镇银行,昌吉国民村镇银行
4015,呼图壁津汇村镇银行有限责任公司,无,S0024H365230001,村镇银行,呼图壁津汇村镇银行
4016,奇台利丰村镇银行有限责任公司,无,S0019H365230001,村镇银行,奇台利丰村镇银行
4017,哈密天山村镇银行有限公司,"Hami Tianshan Rural Bank Co.,Ltd",S0002H365220001,村镇银行,哈密天山村镇银行
4018,哈密红星国民村镇银行有限责任公司,"HAMI HONGXING CUOMIN COUNTY BANKCO.,LTD",S0008H365220001,村镇银行,哈密红星国民村镇银行
4019,克拉玛依金龙国民村镇银行有限责任公司,无,S0014H365020001,村镇银行,克拉玛依金龙国民村镇银行
